"sampleobsprop_id";"statsuse";"statswhat";"statsvalue";"statsprovenance_source";"statsprovenance_who";"samplegroup_key";"sampletype_key";"statsprovenance_source_detail";"statsprovenance_source_info";"varname"
62362;1;"p50";0.437;"literature";"Fen (VITO)";"urine";;"Biomonitoring Data Tables for Environmental Chemicals | CDC";"xxx is .437 (.412-.451) - LOD= 0.023 - unit= µg/L - matrix= Urine";"co"
62363;1;"p50";0.218238182935854;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs4RefAdolescents";"";"co"
62363;1;"p95";0.476889901264258;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs4RefAdolescents";"";"co"
62369;1;"p50";0.196;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html?NER_SectionItem=FDA";"xxx is Nonsmokers: .196 (.161-.249) Smokers: 2400 (1830-3120) - LOD= 0.03 - unit= µg/L - matrix= Urine";"cot"
62369;1;"p95";6653;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"cot"
62369;1;"p95";1059;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"cot"
62369;1;"p95";13.3;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is Nonsmokers: 13.3 (7.29-23.3) Smokers: 10700 (7210-15100) - LOD= 0.03 - unit= µg/L - matrix= Urine";"cot"
62380;1;"max";500;"basic codebook Parc";"Laura (VITO)";"urine";;"";"";"crt"
62380;1;"min";5;"basic codebook Parc";"Laura (VITO)";"urine";;"";"";"crt"
62388;1;"p95";2e-04;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"cry"
62388;1;"p50";2e-04;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"cry"
62393;1;"p50";12.788;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2AdoGenk";"";"cu"
62393;1;"p50";9.575;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"cu"
62393;1;"p95";23.364;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"cu"
62393;1;"p50";9.99;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/content/dam/hc-sc/migration/hc-sc/ewh-semt/alt_formats/hecs-sesc/pdf/pubs/contaminants/chms-ecms/report-rapport-eng.pdf";"xxx is 9.99 (9.29 - 10.69) - LOD= 0.6 - unit= µg/L - matrix= Urine";"cu"
62393;1;"p50";6.642;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"cu"
62393;1;"p50";11.588;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2AdoMenen";"";"cu"
62393;1;"p50";8.88400818181818;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"cu"
62393;1;"p95";21.588;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2AdoMenen";"";"cu"
62393;1;"p95";26.011;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2AdoGenk";"";"cu"
62393;1;"p95";26.67;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/content/dam/hc-sc/migration/hc-sc/ewh-semt/alt_formats/hecs-sesc/pdf/pubs/contaminants/chms-ecms/report-rapport-eng.pdf";"xxx is 26.67(25.10 - 28.24) - LOD= 0.6 - unit= µg/L - matrix= Urine";"cu"
62393;1;"p95";21.203;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"cu"
62393;1;"p95";23.0769231818182;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"cu"
62394;1;"p50";832;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2AdoMenen";"";"cu"
62394;1;"p95";1690;"literature";"Fen (VITO)";"blood";"blood serum";"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 169 (164-177) - LOD= 2.50 - unit= µg/dL - matrix= serum";"cu"
62394;1;"p50";864.1;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs3AdolescentsGKZ";"";"cu"
62394;1;"p95";1216.1;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs3RefAdolescents";"";"cu"
62394;1;"p50";1323.472;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2Nb";"";"cu"
62394;1;"p50";793.148;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2RefAdolescents";"";"cu"
62394;1;"p50";876.4;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs3RefAdolescents";"";"cu"
62394;1;"p95";1300.7;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs3AdolescentsGKZ";"";"cu"
62394;1;"p95";1009.879;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2RefAdolescents";"";"cu"
62394;1;"p95";1035;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2AdoMenen";"";"cu"
62394;1;"p50";792;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs4RefAdolescents";"";"cu"
62394;1;"p50";1130;"literature";"Fen (VITO)";"blood";"blood serum";"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 113 (111-116) - LOD= 2.50 - unit= µg/dL - matrix= serum";"cu"
62394;1;"p95";1241;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs4RefAdolescents";"";"cu"
62394;1;"p50";817.453;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2AdoGenk";"";"cu"
62394;1;"p95";1065.265;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2AdoGenk";"";"cu"
62394;1;"p95";1837.881;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2Nb";"";"cu"
62395;1;"p95";807.8352;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs1Nb";"";"cu"
62395;1;"p50";570.042;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs3Newborns";"";"cu"
62395;1;"p95";729.587;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs3Newborns";"";"cu"
62395;1;"p50";605.493;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs2Nb";"";"cu"
62395;1;"p50";554.543413;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs1Nb";"";"cu"
62395;1;"p95";836.085;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs2Nb";"";"cu"
62397;1;"p50";14.5;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"cxmepp"
62397;1;"p50";34.78537;"HBM4EU existing studies";"Laura (VITO)";"urine";"urine 24h";"";"";"cxmepp"
62397;1;"p95";105.63409;"HBM4EU existing studies";"Laura (VITO)";"urine";"urine 24h";"";"";"cxmepp"
62397;1;"p95";98.85663;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"cxmepp"
62397;1;"p50";13.1;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"cxmepp"
62397;1;"p95";51.73;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmepp"
62397;1;"p50";24.7655;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"cxmepp"
62397;1;"p95";55.6315;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"cxmepp"
62397;1;"p95";31.5;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"cxmepp"
62397;1;"p50";26.16885;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmepp"
62397;1;"p95";100.62243;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmepp"
62397;1;"p50";12.8;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmepp"
62399;1;"p95";52.615;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmeptp"
62399;1;"p50";7.35;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmeptp"
62401;1;"p50";0.5778;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"cxmidp"
62401;1;"p95";1.94;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"cxmidp"
62401;1;"p95";1.9915;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"cxmidp"
62401;1;"p95";3.7;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmidp"
62401;1;"p95";5.54017;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmidp"
62401;1;"p50";0.9;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmidp"
62401;1;"p50";1.1;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"cxmidp"
62401;1;"p50";1.335;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmidp"
62403;1;"p95";1.1015;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmmhtp"
62409;1;"p50";19.82951;"HBM4EU existing studies";"Laura (VITO)";"urine";"urine 24h";"";"";"cxmpp"
62409;1;"p50";0.75;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/fifth-report-human-biomonitoring/page-5.html";"xxx is 0.75(0.63–0.88) - LOD= 0.14 - unit= µg/L - matrix= Urine";"cxmpp"
62409;1;"p50";10.95187;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmpp"
62409;1;"p95";4.5;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/fifth-report-human-biomonitoring/page-5.html";"xxx is 4.5(3.4–5.5) - LOD= 0.14 - unit= µg/L - matrix= Urine";"cxmpp"
62409;1;"p95";46.19412;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"cxmpp"
62409;1;"p95";63.10303;"HBM4EU existing studies";"Laura (VITO)";"urine";"urine 24h";"";"";"cxmpp"
62411;1;"p50";0.05;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"cyprodiniloh"
62411;1;"p95";0.297;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"cyprodiniloh"
62413;1;"p50";0.05;"literature";"Fen (VITO)";"urine";;"https://ars.els-cdn.com/content/image/1-s2.0-S1438463922001377-mmc1.pdf";"xxx is <LOD - LOD= 0.05 - unit= µg/L - matrix= Urine";"da26"
62425;1;"p50";0.08;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"dbca"
62425;1;"p95";1.195;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"dbca"
62426;1;"p50";0.0241;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"dbdpe"
62426;1;"p95";0.971449999999998;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"dbdpe"
62430;1;"p95";6.7;"literature";"Fen (VITO)";"urine";;"https://pubmed.ncbi.nlm.nih.gov/29587398/";"xxx is 6.70 - LOD= 0.05 - unit= µg/L - matrix= Urine";"dbph"
62430;1;"p50";0.4;"literature";"Fen (VITO)";"urine";;"https://pubmed.ncbi.nlm.nih.gov/29587398/";"xxx is 0.40 - LOD= 0.05 - unit= µg/L - matrix= Urine";"dbph"
62434;1;"p95";14;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dcp"
62434;1;"p50";2.1;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 2.10 (1.60-2.80) - LOD= 0.100 - unit= µg/L - matrix= Urine";"dcp"
62434;1;"p95";3.492;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dcp"
62434;1;"p95";3.48;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"dcp"
62434;1;"p50";1.5;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dcp"
62434;1;"p95";9.47906;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dcp"
62434;1;"p95";175;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 175 (95.9-358) - LOD= 0.100 - unit= µg/L - matrix= Urine";"dcp"
62434;1;"p95";21;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dcp"
62434;1;"p50";1.3;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dcp"
62434;1;"p50";0.89927;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dcp"
62436;1;"p50";0.5;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is .500 (.500-.600) - LOD= 0.10 - unit= µg/L - matrix= Urine";"dcp24"
62436;1;"p95";7.7;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 7.70 (5.20-11.7) - LOD= 0.10 - unit= µg/L - matrix= Urine";"dcp24"
62440;1;"p50";0.292;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is .292 (.256-.327) - LOD= 0.15 - unit= µg/L - matrix= Urine";"dcpa"
62440;1;"p50";0.16;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"dcpa"
62440;1;"p95";1.44;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 1.44 (1.25-1.68) - LOD= 0.15 - unit= µg/L - matrix= Urine";"dcpa"
62440;1;"p50";0.248;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"dcpa"
62440;1;"p95";0.97;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"dcpa"
62440;1;"p95";0.76;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"dcpa"
62446;1;"p50";0.845;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"deampy"
62446;1;"p95";5.5035;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"deampy"
62458;1;"p95";2;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dedtp"
62458;1;"p50";0.02;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dedtp"
62458;1;"p95";0.04704;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dedtp"
62458;1;"p95";1.195;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dedtp"
62458;1;"p50";0.1;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 0.1 - unit= µg/L - matrix= Urine";"dedtp"
62458;1;"p95";0.1;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 0.1 - unit= µg/L - matrix= Urine";"dedtp"
62458;1;"p95";2.1;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dedtp"
62462;1;"min";1000;"basic codebook Parc";"Laura (VITO)";"urine";;"";"";"density"
62462;1;"max";1050;"basic codebook Parc";"Laura (VITO)";"urine";;"";"";"density"
62463;1;"p95";10.7;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"dep"
62463;1;"p95";13;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dep"
62463;1;"p50";2;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"dep"
62463;1;"p95";12.38862;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dep"
62463;1;"p50";2.13475;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dep"
62463;1;"p50";2.2;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 2.20 (1.96-2.41) - LOD= 0.1 - unit= µg/L - matrix= Urine";"dep"
62463;1;"p95";17.9;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 17.9 (15.1-22.3) - LOD= 0.1 - unit= µg/L - matrix= Urine";"dep"
62463;1;"p95";16.11104;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dep"
62463;1;"p50";2.3;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dep"
62463;1;"p50";2.4;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dep"
62463;1;"p95";9.4;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dep"
62463;1;"p50";3.47009;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dep"
62467;1;"p50";0.2;"literature";"Fen (VITO)";"urine";;"https://ars.els-cdn.com/content/image/1-s2.0-S1438463922001377-mmc1.pdf";"xxx is <LOD - LOD= 0.2 - unit= µg/L - matrix= Urine";"des2hyat"
62468;1;"p50";0.25;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 0.25 - unit= µg/L - matrix= Urine";"desat"
62468;1;"p95";0.25;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 0.25 - unit= µg/L - matrix= Urine";"desat"
62470;1;"p50";0.2;"literature";"Fen (VITO)";"urine";;"https://ars.els-cdn.com/content/image/1-s2.0-S1438463922001377-mmc1.pdf";"xxx is <LOD - LOD= 0.2 - unit= µg/L - matrix= Urine";"desdesisoat"
62472;1;"p50";0.2;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 0.2 - unit= µg/L - matrix= Urine";"desisoat"
62472;1;"p95";0.2;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 0.2 - unit= µg/L - matrix= Urine";"desisoat"
62474;1;"p50";0.12;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is .120 (<LOD-.142) - LOD= 0.1 - unit= µg/L - matrix= Urine";"detp"
62474;1;"p95";5.3;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"detp"
62474;1;"p95";6.43458;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"detp"
62474;1;"p95";4.9;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"detp"
62474;1;"p50";0.75;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"detp"
62474;1;"p95";4;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"detp"
62474;1;"p50";0.31241;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"detp"
62474;1;"p95";1.55;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 1.55 (1.25-1.80) - LOD= 0.1 - unit= µg/L - matrix= Urine";"detp"
62474;1;"p95";5.53723;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"detp"
62476;1;"p95";12.964;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dgua"
62476;1;"p50";7.5315;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dgua"
62476;1;"p95";27.6;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dgua"
62476;1;"p50";4.54;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dgua"
62485;1;"p50";0.054756;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 7.8 - unit= ng/g - matrix= Lipid adjusted";"dieldrin"
62485;1;"p95";0.13338;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 19.0 (15.8-24.2) - LOD= 7.8 - unit= ng/g - matrix= Lipid adjusted";"dieldrin"
62488;1;"p95";3.755;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dihphediol"
62488;1;"p50";1.16;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dihphediol"
62489;1;"p50";0.05;"literature";"Fen (VITO)";"urine";;"https://ars.els-cdn.com/content/image/1-s2.0-S1438463922001377-mmc1.pdf";"xxx is <LOD - LOD= 0.05 - unit= µg/L - matrix= Urine";"dimetachlor"
62490;1;"p50";3.07525;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"diohnap"
62490;1;"p95";17.7535;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"diohnap"
62490;1;"p95";14.94274;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"diohnap"
62490;1;"p50";3.26167;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"diohnap"
62497;1;"p95";14.0325;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dma"
62497;1;"p50";3.1;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dma"
62497;1;"p50";2.9;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dma"
62497;1;"p50";2.8;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3AdolescentsGKZ";"";"dma"
62497;1;"p50";3.09;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"dma"
62497;1;"p95";7.9;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3AdolescentsGKZ";"";"dma"
62497;1;"p50";3.365;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dma"
62497;1;"p95";12.44;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dma"
62497;1;"p95";10.32;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"dma"
62497;1;"p50";2.9;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"dma"
62497;1;"p95";10.3515;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dma"
62497;1;"p95";12.8;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"dma"
62505;1;"p50";0.5;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dmdtp"
62505;1;"p95";28.74001;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dmdtp"
62505;1;"p95";1.87;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 1.87 (1.20-2.85) - LOD= 0.1 - unit= µg/L - matrix= Urine";"dmdtp"
62505;1;"p50";0.105;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is .105 (<LOD-.120) - LOD= 0.1 - unit= µg/L - matrix= Urine";"dmdtp"
62505;1;"p95";3.26271;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dmdtp"
62505;1;"p95";3;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dmdtp"
62505;1;"p95";3;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dmdtp"
62508;1;"p50";6.475;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dmp"
62508;1;"p50";4.26329;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dmp"
62508;1;"p95";11;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/sixth-report-human-biomonitoring/page-4.html#s13-1";"xxx is 11(8.7–14) - LOD= 0.58 - unit= µg/L - matrix= Urine";"dmp"
62508;1;"p50";1.4;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/sixth-report-human-biomonitoring/page-4.html#s13-1";"xxx is 1.4(1.2–1.7) - LOD= 0.58 - unit= µg/L - matrix= Urine";"dmp"
62508;1;"p95";9.6;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"dmp"
62508;1;"p95";21;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dmp"
62508;1;"p95";24;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dmp"
62508;1;"p50";5.2;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dmp"
62508;1;"p95";12.2591;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dmp"
62508;1;"p95";40.54234;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dmp"
62508;1;"p50";3.9;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dmp"
62510;1;"p50";6.05756;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dmtp"
62510;1;"p50";1.6;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"dmtp"
62510;1;"p50";1;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/sixth-report-human-biomonitoring/page-4.html#s13-1";"xxx is 1.0(0.74–1.3) - LOD= 0.44 - unit= µg/L - matrix= Urine";"dmtp"
62510;1;"p50";6;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dmtp"
62510;1;"p50";2.44483;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dmtp"
62510;1;"p95";25;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdolescents";"";"dmtp"
62510;1;"p50";5.2;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dmtp"
62510;1;"p95";34.85509;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dmtp"
62510;1;"p95";26;"country studies";"Laura (VITO)";"urine";"first morning urine";"Flehs2RefAdults";"";"dmtp"
62510;1;"p95";18;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/sixth-report-human-biomonitoring/page-4.html#s13-1";"xxx is 18(13–22) - LOD= 0.44 - unit= µg/L - matrix= Urine";"dmtp"
62510;1;"p95";16.1;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"dmtp"
62510;1;"p95";26.3552;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dmtp"
62514;1;"p95";0.2875;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dnbphr"
