"sampleobscore_id";"sampleobscore_key";"varname";"sort";"vartype_key";"datatype_key";"relatedvarnames";"vartypedetail_key";"label_en";"name_en";"label_nl";"name_nl";"zeroallowed";"significantdecimals";"formula";"samplegroup_key";"unit_key";"extensions";"sampleobsprop_id"
29007;"bpfds";"bpfds";10655;"derived";"decimal";"lbpfds;pfds";"derived formula";"B-PFDS";"Branched Perfluorodecane sulfonic acid";"B-PFDS";"Vertakt Perfluoro-n-decaansulfonzuur";;;"lbpfds [µg/L] - pfds [µg/L]";"saliva/sputum";"µg/L";"";""
29007;"bpfds";"bpfds";10655;"derived";"decimal";"lbpfds;pfds";"derived formula";"B-PFDS";"Branched Perfluorodecane sulfonic acid";"B-PFDS";"Vertakt Perfluoro-n-decaansulfonzuur";;;"lbpfds [ng/g] - pfds [ng/g]";"hair";"ng/g";"";""
29007;"bpfds";"bpfds";10655;"derived";"decimal";"lbpfds;pfds";"derived formula";"B-PFDS";"Branched Perfluorodecane sulfonic acid";"B-PFDS";"Vertakt Perfluoro-n-decaansulfonzuur";;;"lbpfds [ng/g] - pfds [ng/g]";"placenta tissue";"ng/g";"";""
29007;"bpfds";"bpfds";10655;"derived";"decimal";"lbpfds;pfds";"derived formula";"B-PFDS";"Branched Perfluorodecane sulfonic acid";"B-PFDS";"Vertakt Perfluoro-n-decaansulfonzuur";;;"lbpfds [µg/L] - pfds [µg/L]";"bloodcells";"µg/L";"";""
29008;"bpfhxs";"bpfhxs";10655;"derived";"decimal";"lbpfhxs;pfhxs";"derived formula";"B-PFHxS";"Branched Perfluorohexane sulfonic acid";"B-PFHxS";"Vertakt Perfluoro-n-hexaansulfonzuur";;;"lbpfhxs [µg/L] - pfhxs [µg/L]";"breast milk";"µg/L";"";""
29008;"bpfhxs";"bpfhxs";10655;"derived";"decimal";"lbpfhxs;pfhxs";"derived formula";"B-PFHxS";"Branched Perfluorohexane sulfonic acid";"B-PFHxS";"Vertakt Perfluoro-n-hexaansulfonzuur";;;"lbpfhxs [ng/g] - pfhxs [ng/g]";"nail";"ng/g";"";""
29008;"bpfhxs";"bpfhxs";10655;"derived";"decimal";"lbpfhxs;pfhxs";"derived formula";"B-PFHxS";"Branched Perfluorohexane sulfonic acid";"B-PFHxS";"Vertakt Perfluoro-n-hexaansulfonzuur";;;"lbpfhxs [µg/L] - pfhxs [µg/L]";"amniotic fluid";"µg/L";"";""
29008;"bpfhxs";"bpfhxs";10655;"derived";"decimal";"lbpfhxs;pfhxs";"derived formula";"B-PFHxS";"Branched Perfluorohexane sulfonic acid";"B-PFHxS";"Vertakt Perfluoro-n-hexaansulfonzuur";;;"lbpfhxs [µg/L] - pfhxs [µg/L]";"cord blood";"µg/L";"";""
29008;"bpfhxs";"bpfhxs";10655;"derived";"decimal";"lbpfhxs;pfhxs";"derived formula";"B-PFHxS";"Branched Perfluorohexane sulfonic acid";"B-PFHxS";"Vertakt Perfluoro-n-hexaansulfonzuur";;;"lbpfhxs [µg/L] - pfhxs [µg/L]";"saliva/sputum";"µg/L";"";""
29008;"bpfhxs";"bpfhxs";10655;"derived";"decimal";"lbpfhxs;pfhxs";"derived formula";"B-PFHxS";"Branched Perfluorohexane sulfonic acid";"B-PFHxS";"Vertakt Perfluoro-n-hexaansulfonzuur";;;"lbpfhxs [ng/g] - pfhxs [ng/g]";"hair";"ng/g";"";""
29008;"bpfhxs";"bpfhxs";10655;"derived";"decimal";"lbpfhxs;pfhxs";"derived formula";"B-PFHxS";"Branched Perfluorohexane sulfonic acid";"B-PFHxS";"Vertakt Perfluoro-n-hexaansulfonzuur";;;"lbpfhxs [ng/g] - pfhxs [ng/g]";"placenta tissue";"ng/g";"";""
29008;"bpfhxs";"bpfhxs";10655;"derived";"decimal";"lbpfhxs;pfhxs";"derived formula";"B-PFHxS";"Branched Perfluorohexane sulfonic acid";"B-PFHxS";"Vertakt Perfluoro-n-hexaansulfonzuur";;;"lbpfhxs [µg/L] - pfhxs [µg/L]";"bloodcells";"µg/L";"";""
29009;"bpfhxs_perc";"bpfhxs_perc";10657;"derived";"decimal";"bpfhxs;lbpfhxs";"derived formula";"% B-PFHxS";"Percentage Branched Perfluorohexane sulfonic acid";"%B-PFHxS";"Percentage Vertakt Perfluoro-n-hexaansulfonzuur";;;"round( bpfhxs [µg/L] / lbpfhxs [µg/L] * 100,2)";"breast milk";"%";"";""
29009;"bpfhxs_perc";"bpfhxs_perc";10657;"derived";"decimal";"bpfhxs;lbpfhxs";"derived formula";"% B-PFHxS";"Percentage Branched Perfluorohexane sulfonic acid";"%B-PFHxS";"Percentage Vertakt Perfluoro-n-hexaansulfonzuur";;;"round( bpfhxs [ng/g] / lbpfhxs [ng/g] * 100,2)";"nail";"%";"";""
29009;"bpfhxs_perc";"bpfhxs_perc";10657;"derived";"decimal";"bpfhxs;lbpfhxs";"derived formula";"% B-PFHxS";"Percentage Branched Perfluorohexane sulfonic acid";"%B-PFHxS";"Percentage Vertakt Perfluoro-n-hexaansulfonzuur";;;"round( bpfhxs [µg/L] / lbpfhxs [µg/L] * 100,2)";"amniotic fluid";"%";"";""
29009;"bpfhxs_perc";"bpfhxs_perc";10657;"derived";"decimal";"bpfhxs;lbpfhxs";"derived formula";"% B-PFHxS";"Percentage Branched Perfluorohexane sulfonic acid";"%B-PFHxS";"Percentage Vertakt Perfluoro-n-hexaansulfonzuur";;;"round( bpfhxs [µg/L] / lbpfhxs [µg/L] * 100,2)";"cord blood";"%";"";""
29009;"bpfhxs_perc";"bpfhxs_perc";10657;"derived";"decimal";"bpfhxs;lbpfhxs";"derived formula";"% B-PFHxS";"Percentage Branched Perfluorohexane sulfonic acid";"%B-PFHxS";"Percentage Vertakt Perfluoro-n-hexaansulfonzuur";;;"round( bpfhxs [µg/L] / lbpfhxs [µg/L] * 100,2)";"saliva/sputum";"%";"";""
29009;"bpfhxs_perc";"bpfhxs_perc";10657;"derived";"decimal";"bpfhxs;lbpfhxs";"derived formula";"% B-PFHxS";"Percentage Branched Perfluorohexane sulfonic acid";"%B-PFHxS";"Percentage Vertakt Perfluoro-n-hexaansulfonzuur";;;"round( bpfhxs [ng/g] / lbpfhxs [ng/g] * 100,2)";"hair";"%";"";""
29009;"bpfhxs_perc";"bpfhxs_perc";10657;"derived";"decimal";"bpfhxs;lbpfhxs";"derived formula";"% B-PFHxS";"Percentage Branched Perfluorohexane sulfonic acid";"%B-PFHxS";"Percentage Vertakt Perfluoro-n-hexaansulfonzuur";;;"round( bpfhxs [ng/g] / lbpfhxs [ng/g] * 100,2)";"placenta tissue";"%";"";""
29009;"bpfhxs_perc";"bpfhxs_perc";10657;"derived";"decimal";"bpfhxs;lbpfhxs";"derived formula";"% B-PFHxS";"Percentage Branched Perfluorohexane sulfonic acid";"%B-PFHxS";"Percentage Vertakt Perfluoro-n-hexaansulfonzuur";;;"round( bpfhxs [µg/L] / lbpfhxs [µg/L] * 100,2)";"bloodcells";"%";"";""
29010;"bpfoa";"bpfoa";10658;"derived";"decimal";"lbpfoa;pfoa";"derived formula";"B-PFOA";"Branched Perfluorooctanoic acid";"B-PFOA";"Vertakt Perfluoro-n-octaanzuur";;;"lbpfoa [µg/L] - pfoa [µg/L]";"breast milk";"µg/L";"";""
29010;"bpfoa";"bpfoa";10658;"derived";"decimal";"lbpfoa;pfoa";"derived formula";"B-PFOA";"Branched Perfluorooctanoic acid";"B-PFOA";"Vertakt Perfluoro-n-octaanzuur";;;"lbpfoa [ng/g] - pfoa [ng/g]";"nail";"ng/g";"";""
29010;"bpfoa";"bpfoa";10658;"derived";"decimal";"lbpfoa;pfoa";"derived formula";"B-PFOA";"Branched Perfluorooctanoic acid";"B-PFOA";"Vertakt Perfluoro-n-octaanzuur";;;"lbpfoa [µg/L] - pfoa [µg/L]";"amniotic fluid";"µg/L";"";""
29010;"bpfoa";"bpfoa";10658;"derived";"decimal";"lbpfoa;pfoa";"derived formula";"B-PFOA";"Branched Perfluorooctanoic acid";"B-PFOA";"Vertakt Perfluoro-n-octaanzuur";;;"lbpfoa [µg/L] - pfoa [µg/L]";"cord blood";"µg/L";"";""
29010;"bpfoa";"bpfoa";10658;"derived";"decimal";"lbpfoa;pfoa";"derived formula";"B-PFOA";"Branched Perfluorooctanoic acid";"B-PFOA";"Vertakt Perfluoro-n-octaanzuur";;;"lbpfoa [µg/L] - pfoa [µg/L]";"saliva/sputum";"µg/L";"";""
29010;"bpfoa";"bpfoa";10658;"derived";"decimal";"lbpfoa;pfoa";"derived formula";"B-PFOA";"Branched Perfluorooctanoic acid";"B-PFOA";"Vertakt Perfluoro-n-octaanzuur";;;"lbpfoa [ng/g] - pfoa [ng/g]";"hair";"ng/g";"";""
29010;"bpfoa";"bpfoa";10658;"derived";"decimal";"lbpfoa;pfoa";"derived formula";"B-PFOA";"Branched Perfluorooctanoic acid";"B-PFOA";"Vertakt Perfluoro-n-octaanzuur";;;"lbpfoa [ng/g] - pfoa [ng/g]";"placenta tissue";"ng/g";"";""
29010;"bpfoa";"bpfoa";10658;"derived";"decimal";"lbpfoa;pfoa";"derived formula";"B-PFOA";"Branched Perfluorooctanoic acid";"B-PFOA";"Vertakt Perfluoro-n-octaanzuur";;;"lbpfoa [µg/L] - pfoa [µg/L]";"bloodcells";"µg/L";"";""
29011;"bpfoa_perc";"bpfoa_perc";10660;"derived";"decimal";"bpfoa;lbpfoa";"derived formula";"%B-PFOA";"Percentage Branched Perfluorooctanoic acid";"%B-PFOA";"Percentage Vertakt Perfluoro-n-octaanzuur";;;"round( bpfoa [µg/L] / lbpfoa [µg/L] * 100,2)";"breast milk";"%";"";""
29011;"bpfoa_perc";"bpfoa_perc";10660;"derived";"decimal";"bpfoa;lbpfoa";"derived formula";"%B-PFOA";"Percentage Branched Perfluorooctanoic acid";"%B-PFOA";"Percentage Vertakt Perfluoro-n-octaanzuur";;;"round( bpfoa [ng/g] / lbpfoa [ng/g] * 100,2)";"nail";"%";"";""
29011;"bpfoa_perc";"bpfoa_perc";10660;"derived";"decimal";"bpfoa;lbpfoa";"derived formula";"%B-PFOA";"Percentage Branched Perfluorooctanoic acid";"%B-PFOA";"Percentage Vertakt Perfluoro-n-octaanzuur";;;"round( bpfoa [µg/L] / lbpfoa [µg/L] * 100,2)";"amniotic fluid";"%";"";""
29011;"bpfoa_perc";"bpfoa_perc";10660;"derived";"decimal";"bpfoa;lbpfoa";"derived formula";"%B-PFOA";"Percentage Branched Perfluorooctanoic acid";"%B-PFOA";"Percentage Vertakt Perfluoro-n-octaanzuur";;;"round( bpfoa [µg/L] / lbpfoa [µg/L] * 100,2)";"cord blood";"%";"";""
29011;"bpfoa_perc";"bpfoa_perc";10660;"derived";"decimal";"bpfoa;lbpfoa";"derived formula";"%B-PFOA";"Percentage Branched Perfluorooctanoic acid";"%B-PFOA";"Percentage Vertakt Perfluoro-n-octaanzuur";;;"round( bpfoa [µg/L] / lbpfoa [µg/L] * 100,2)";"saliva/sputum";"%";"";""
29011;"bpfoa_perc";"bpfoa_perc";10660;"derived";"decimal";"bpfoa;lbpfoa";"derived formula";"%B-PFOA";"Percentage Branched Perfluorooctanoic acid";"%B-PFOA";"Percentage Vertakt Perfluoro-n-octaanzuur";;;"round( bpfoa [ng/g] / lbpfoa [ng/g] * 100,2)";"hair";"%";"";""
29011;"bpfoa_perc";"bpfoa_perc";10660;"derived";"decimal";"bpfoa;lbpfoa";"derived formula";"%B-PFOA";"Percentage Branched Perfluorooctanoic acid";"%B-PFOA";"Percentage Vertakt Perfluoro-n-octaanzuur";;;"round( bpfoa [ng/g] / lbpfoa [ng/g] * 100,2)";"placenta tissue";"%";"";""
29011;"bpfoa_perc";"bpfoa_perc";10660;"derived";"decimal";"bpfoa;lbpfoa";"derived formula";"%B-PFOA";"Percentage Branched Perfluorooctanoic acid";"%B-PFOA";"Percentage Vertakt Perfluoro-n-octaanzuur";;;"round( bpfoa [µg/L] / lbpfoa [µg/L] * 100,2)";"bloodcells";"%";"";""
29012;"bpfos";"bpfos";10661;"derived";"decimal";"lbpfos;pfos";"derived formula";"B-PFOS";"Branched Perfluorooctane sulfonic acid";"B-PFOS";"Vertakt Perfluoro-n-octaansulfonzuur";;;"lbpfos [µg/L] - pfos [µg/L]";"breast milk";"µg/L";"";""
29012;"bpfos";"bpfos";10661;"derived";"decimal";"lbpfos;pfos";"derived formula";"B-PFOS";"Branched Perfluorooctane sulfonic acid";"B-PFOS";"Vertakt Perfluoro-n-octaansulfonzuur";;;"lbpfos [ng/g] - pfos [ng/g]";"nail";"ng/g";"";""
29012;"bpfos";"bpfos";10661;"derived";"decimal";"lbpfos;pfos";"derived formula";"B-PFOS";"Branched Perfluorooctane sulfonic acid";"B-PFOS";"Vertakt Perfluoro-n-octaansulfonzuur";;;"lbpfos [µg/L] - pfos [µg/L]";"amniotic fluid";"µg/L";"";""
29012;"bpfos";"bpfos";10661;"derived";"decimal";"lbpfos;pfos";"derived formula";"B-PFOS";"Branched Perfluorooctane sulfonic acid";"B-PFOS";"Vertakt Perfluoro-n-octaansulfonzuur";;;"lbpfos [µg/L] - pfos [µg/L]";"cord blood";"µg/L";"";""
29012;"bpfos";"bpfos";10661;"derived";"decimal";"lbpfos;pfos";"derived formula";"B-PFOS";"Branched Perfluorooctane sulfonic acid";"B-PFOS";"Vertakt Perfluoro-n-octaansulfonzuur";;;"lbpfos [µg/L] - pfos [µg/L]";"saliva/sputum";"µg/L";"";""
29012;"bpfos";"bpfos";10661;"derived";"decimal";"lbpfos;pfos";"derived formula";"B-PFOS";"Branched Perfluorooctane sulfonic acid";"B-PFOS";"Vertakt Perfluoro-n-octaansulfonzuur";;;"lbpfos [ng/g] - pfos [ng/g]";"hair";"ng/g";"";""
29012;"bpfos";"bpfos";10661;"derived";"decimal";"lbpfos;pfos";"derived formula";"B-PFOS";"Branched Perfluorooctane sulfonic acid";"B-PFOS";"Vertakt Perfluoro-n-octaansulfonzuur";;;"lbpfos [ng/g] - pfos [ng/g]";"placenta tissue";"ng/g";"";""
29012;"bpfos";"bpfos";10661;"derived";"decimal";"lbpfos;pfos";"derived formula";"B-PFOS";"Branched Perfluorooctane sulfonic acid";"B-PFOS";"Vertakt Perfluoro-n-octaansulfonzuur";;;"lbpfos [µg/L] - pfos [µg/L]";"bloodcells";"µg/L";"";""
29013;"bpfos_perc";"bpfos_perc";10663;"derived";"decimal";"bpfos;lbpfos";"derived formula";"% B-PFOS";"Percentage Branched Perfluorooctane sulfonic acid";"%B-PFOS";"Percentage Vertakt Perfluoro-n-octaansulfonzuur";;;"round( bpfos [µg/L] / lbpfos [µg/L] * 100,2)";"breast milk";"µg/L";"";""
29013;"bpfos_perc";"bpfos_perc";10663;"derived";"decimal";"bpfos;lbpfos";"derived formula";"% B-PFOS";"Percentage Branched Perfluorooctane sulfonic acid";"%B-PFOS";"Percentage Vertakt Perfluoro-n-octaansulfonzuur";;;"round( bpfos [ng/g] / lbpfos [ng/g] * 100,2)";"nail";"ng/g";"";""
29013;"bpfos_perc";"bpfos_perc";10663;"derived";"decimal";"bpfos;lbpfos";"derived formula";"% B-PFOS";"Percentage Branched Perfluorooctane sulfonic acid";"%B-PFOS";"Percentage Vertakt Perfluoro-n-octaansulfonzuur";;;"round( bpfos [µg/L] / lbpfos [µg/L] * 100,2)";"amniotic fluid";"µg/L";"";""
29013;"bpfos_perc";"bpfos_perc";10663;"derived";"decimal";"bpfos;lbpfos";"derived formula";"% B-PFOS";"Percentage Branched Perfluorooctane sulfonic acid";"%B-PFOS";"Percentage Vertakt Perfluoro-n-octaansulfonzuur";;;"round( bpfos [µg/L] / lbpfos [µg/L] * 100,2)";"cord blood";"µg/L";"";""
29013;"bpfos_perc";"bpfos_perc";10663;"derived";"decimal";"bpfos;lbpfos";"derived formula";"% B-PFOS";"Percentage Branched Perfluorooctane sulfonic acid";"%B-PFOS";"Percentage Vertakt Perfluoro-n-octaansulfonzuur";;;"round( bpfos [µg/L] / lbpfos [µg/L] * 100,2)";"saliva/sputum";"µg/L";"";""
29013;"bpfos_perc";"bpfos_perc";10663;"derived";"decimal";"bpfos;lbpfos";"derived formula";"% B-PFOS";"Percentage Branched Perfluorooctane sulfonic acid";"%B-PFOS";"Percentage Vertakt Perfluoro-n-octaansulfonzuur";;;"round( bpfos [ng/g] / lbpfos [ng/g] * 100,2)";"hair";"ng/g";"";""
29013;"bpfos_perc";"bpfos_perc";10663;"derived";"decimal";"bpfos;lbpfos";"derived formula";"% B-PFOS";"Percentage Branched Perfluorooctane sulfonic acid";"%B-PFOS";"Percentage Vertakt Perfluoro-n-octaansulfonzuur";;;"round( bpfos [ng/g] / lbpfos [ng/g] * 100,2)";"placenta tissue";"ng/g";"";""
29013;"bpfos_perc";"bpfos_perc";10663;"derived";"decimal";"bpfos;lbpfos";"derived formula";"% B-PFOS";"Percentage Branched Perfluorooctane sulfonic acid";"%B-PFOS";"Percentage Vertakt Perfluoro-n-octaansulfonzuur";;;"round( bpfos [µg/L] / lbpfos [µg/L] * 100,2)";"bloodcells";"µg/L";"";""
29014;"bpfteda";"bpfteda";10655;"derived";"decimal";"lbpfteda;pfteda";"derived formula";"B-PFTeDA";"Branched Perfluorotetradecanoic acid";"B-PFTeDA";"Vertakt Perfluoro-n-tetradecaanzuur";;;"lbpfteda [µg/L] - pfteda [µg/L]";"breast milk";"µg/L";"";""
29014;"bpfteda";"bpfteda";10655;"derived";"decimal";"lbpfteda;pfteda";"derived formula";"B-PFTeDA";"Branched Perfluorotetradecanoic acid";"B-PFTeDA";"Vertakt Perfluoro-n-tetradecaanzuur";;;"lbpfteda [ng/g] - pfteda [ng/g]";"nail";"ng/g";"";""
29014;"bpfteda";"bpfteda";10655;"derived";"decimal";"lbpfteda;pfteda";"derived formula";"B-PFTeDA";"Branched Perfluorotetradecanoic acid";"B-PFTeDA";"Vertakt Perfluoro-n-tetradecaanzuur";;;"lbpfteda [µg/L] - pfteda [µg/L]";"amniotic fluid";"µg/L";"";""
29014;"bpfteda";"bpfteda";10655;"derived";"decimal";"lbpfteda;pfteda";"derived formula";"B-PFTeDA";"Branched Perfluorotetradecanoic acid";"B-PFTeDA";"Vertakt Perfluoro-n-tetradecaanzuur";;;"lbpfteda [µg/L] - pfteda [µg/L]";"cord blood";"µg/L";"";""
29014;"bpfteda";"bpfteda";10655;"derived";"decimal";"lbpfteda;pfteda";"derived formula";"B-PFTeDA";"Branched Perfluorotetradecanoic acid";"B-PFTeDA";"Vertakt Perfluoro-n-tetradecaanzuur";;;"lbpfteda [µg/L] - pfteda [µg/L]";"saliva/sputum";"µg/L";"";""
29014;"bpfteda";"bpfteda";10655;"derived";"decimal";"lbpfteda;pfteda";"derived formula";"B-PFTeDA";"Branched Perfluorotetradecanoic acid";"B-PFTeDA";"Vertakt Perfluoro-n-tetradecaanzuur";;;"lbpfteda [ng/g] - pfteda [ng/g]";"hair";"ng/g";"";""
29014;"bpfteda";"bpfteda";10655;"derived";"decimal";"lbpfteda;pfteda";"derived formula";"B-PFTeDA";"Branched Perfluorotetradecanoic acid";"B-PFTeDA";"Vertakt Perfluoro-n-tetradecaanzuur";;;"lbpfteda [ng/g] - pfteda [ng/g]";"placenta tissue";"ng/g";"";""
29014;"bpfteda";"bpfteda";10655;"derived";"decimal";"lbpfteda;pfteda";"derived formula";"B-PFTeDA";"Branched Perfluorotetradecanoic acid";"B-PFTeDA";"Vertakt Perfluoro-n-tetradecaanzuur";;;"lbpfteda [µg/L] - pfteda [µg/L]";"bloodcells";"µg/L";"";""
29015;"bpftrda";"bpftrda";10655;"derived";"decimal";"lbpftrda;pftrda";"derived formula";"B-PFTrDA";"BranchedPerfluorotridecanoic acid";"B-PFTrDA";"Vertakt Perfluoro-n-tridecaanzuur";;;"lbpftrda [µg/L] - pftrda [µg/L]";"breast milk";"µg/L";"";""
29015;"bpftrda";"bpftrda";10655;"derived";"decimal";"lbpftrda;pftrda";"derived formula";"B-PFTrDA";"BranchedPerfluorotridecanoic acid";"B-PFTrDA";"Vertakt Perfluoro-n-tridecaanzuur";;;"lbpftrda [ng/g] - pftrda [ng/g]";"nail";"ng/g";"";""
29015;"bpftrda";"bpftrda";10655;"derived";"decimal";"lbpftrda;pftrda";"derived formula";"B-PFTrDA";"BranchedPerfluorotridecanoic acid";"B-PFTrDA";"Vertakt Perfluoro-n-tridecaanzuur";;;"lbpftrda [µg/L] - pftrda [µg/L]";"amniotic fluid";"µg/L";"";""
29015;"bpftrda";"bpftrda";10655;"derived";"decimal";"lbpftrda;pftrda";"derived formula";"B-PFTrDA";"BranchedPerfluorotridecanoic acid";"B-PFTrDA";"Vertakt Perfluoro-n-tridecaanzuur";;;"lbpftrda [µg/L] - pftrda [µg/L]";"cord blood";"µg/L";"";""
29015;"bpftrda";"bpftrda";10655;"derived";"decimal";"lbpftrda;pftrda";"derived formula";"B-PFTrDA";"BranchedPerfluorotridecanoic acid";"B-PFTrDA";"Vertakt Perfluoro-n-tridecaanzuur";;;"lbpftrda [µg/L] - pftrda [µg/L]";"saliva/sputum";"µg/L";"";""
29015;"bpftrda";"bpftrda";10655;"derived";"decimal";"lbpftrda;pftrda";"derived formula";"B-PFTrDA";"BranchedPerfluorotridecanoic acid";"B-PFTrDA";"Vertakt Perfluoro-n-tridecaanzuur";;;"lbpftrda [ng/g] - pftrda [ng/g]";"hair";"ng/g";"";""
29015;"bpftrda";"bpftrda";10655;"derived";"decimal";"lbpftrda;pftrda";"derived formula";"B-PFTrDA";"BranchedPerfluorotridecanoic acid";"B-PFTrDA";"Vertakt Perfluoro-n-tridecaanzuur";;;"lbpftrda [ng/g] - pftrda [ng/g]";"placenta tissue";"ng/g";"";""
29015;"bpftrda";"bpftrda";10655;"derived";"decimal";"lbpftrda;pftrda";"derived formula";"B-PFTrDA";"BranchedPerfluorotridecanoic acid";"B-PFTrDA";"Vertakt Perfluoro-n-tridecaanzuur";;;"lbpftrda [µg/L] - pftrda [µg/L]";"bloodcells";"µg/L";"";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"urine";"µg/L";"";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"breast milk";"µg/L";"";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"nail";"ng/g";"";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"amniotic fluid";"µg/L";"";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"cord blood";"µg/L";"lip";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"saliva/sputum";"µg/L";"";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"hair";"ng/g";"";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"placenta tissue";"ng/g";"";""
29016;"tcbd";"tcbd";15050;"measured";"decimal";;"measured";"2,3,7,8-TCDD";"2,3,7,8-tetrachlorodibenzodioxin";"2,3,7,8-TCDD";"2,3,7,8-tetrachloordibenzo-p-dioxine";;;"";"bloodcells";"µg/L";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"blood";"µg/L";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"breast milk";"µg/L";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"nail";"ng/g";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"amniotic fluid";"µg/L";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"cord blood";"µg/L";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"saliva/sputum";"µg/L";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"hair";"ng/g";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"placenta tissue";"ng/g";"";""
29017;"twothreedcha";"twothreedcha";11426;"measured";"decimal";;"measured";"2,3DChA";"2,3-Dichloroaniline";"";"2,3-dichlooraniline";;;"";"bloodcells";"µg/L";"";""
29018;"tcp245";"tcp245";12517;"measured";"decimal";;"measured";"2,4,5-TCP";"2,4,5-trichlorophenol";"";"2,4,5-trichloorfenol";;;"";"breast milk";"µg/L";"";""
29018;"tcp245";"tcp245";12517;"measured";"decimal";;"measured";"2,4,5-TCP";"2,4,5-trichlorophenol";"";"2,4,5-trichloorfenol";;;"";"nail";"ng/g";"";""
29018;"tcp245";"tcp245";12517;"measured";"decimal";;"measured";"2,4,5-TCP";"2,4,5-trichlorophenol";"";"2,4,5-trichloorfenol";;;"";"amniotic fluid";"µg/L";"";""
29018;"tcp245";"tcp245";12517;"measured";"decimal";;"measured";"2,4,5-TCP";"2,4,5-trichlorophenol";"";"2,4,5-trichloorfenol";;;"";"cord blood";"µg/L";"";""
29018;"tcp245";"tcp245";12517;"measured";"decimal";;"measured";"2,4,5-TCP";"2,4,5-trichlorophenol";"";"2,4,5-trichloorfenol";;;"";"saliva/sputum";"µg/L";"";""
29018;"tcp245";"tcp245";12517;"measured";"decimal";;"measured";"2,4,5-TCP";"2,4,5-trichlorophenol";"";"2,4,5-trichloorfenol";;;"";"hair";"ng/g";"";""
29018;"tcp245";"tcp245";12517;"measured";"decimal";;"measured";"2,4,5-TCP";"2,4,5-trichlorophenol";"";"2,4,5-trichloorfenol";;;"";"placenta tissue";"ng/g";"";""
29018;"tcp245";"tcp245";12517;"measured";"decimal";;"measured";"2,4,5-TCP";"2,4,5-trichlorophenol";"";"2,4,5-trichloorfenol";;;"";"bloodcells";"µg/L";"";""
29019;"dehp";"dehp";100170;"derived";"decimal";"mehp;oxomehp;ohmehp";"derived formula";"";"Sum DEHP metabolites";"";"Som DEHP metabolieten";;;"mehp [µg/L] + oxomehp [µg/L] + ohmehp [µg/L]";"blood";"µg/L";"";""
