"sampleobsprop_id";"statsuse";"statswhat";"statsvalue";"statsprovenance_source";"statsprovenance_who";"samplegroup_key";"sampletype_key";"statsprovenance_source_detail";"statsprovenance_source_info";"varname"
53122;1;"p95";0.2875;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dnbphr"
53122;1;"p95";0.314;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"dnbphr"
53122;1;"p50";0.095;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dnbphr"
53151;1;"p95";2.1;"literature";"Fen (VITO)";"blood";;"https://www.sciencedirect.com/science/article/pii/S0160412019309961";"xxx is 2.1 - unit= µg/L - matrix= blood";"dphpms"
53151;1;"p50";0.2;"literature";"Fen (VITO)";"blood";;"https://www.sciencedirect.com/science/article/pii/S0160412019309961";"xxx is 0.2 - unit= µg/L - matrix= blood";"dphpms"
53152;1;"p95";8.267;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dphpms"
53152;1;"p95";7.16389;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dphpms"
53152;1;"p95";8.32339999999999;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dphpms"
53152;1;"p95";12;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dphpms"
53152;1;"p50";1.63205;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dphpms"
53152;1;"p50";1.88;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"dphpms"
53152;1;"p50";1.243;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"dphpms"
53152;1;"p95";4.368;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"dphpms"
53152;1;"p50";1.7728;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"dphpms"
53160;1;"p50";26;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"e2"
53160;1;"p95";189.485;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"e2"
53165;1;"p50";4.05;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ehphp"
53165;1;"p95";12.997;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"ehphp"
53200;1;"p95";0.054756;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 7.8 - unit= ng/g - matrix= Lipid adjusted";"endrin"
53200;1;"p50";0.054756;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 7.8 - unit= ng/g - matrix= Lipid adjusted";"endrin"
53201;1;"p50";0.6091;"country studies";"Hans Mol (Wageningen University)";"urine";;"SPRINT study from NL";"";"enilconazole"
53201;1;"p95";1.055392;"country studies";"Hans Mol (Wageningen University)";"urine";;"SPRINT study from NL";"";"enilconazole"
53231;1;"p50";0.9;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/sixth-report-human-biomonitoring/page-3.html#s9-2";"xxx is <LOD - LOD= 0.90 - unit= µg/L - matrix= Urine";"etpar"
53231;1;"p95";47;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/sixth-report-human-biomonitoring/page-3.html#s9-2";"xxx is 47(33–62) - LOD= 0.90 - unit= µg/L - matrix= Urine";"etpar"
53233;1;"p50";0.39;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/sixth-report-human-biomonitoring/page-4.html#s13-3";"xxx is 0.39(0.34–0.45) - LOD= 0.033 - unit= µg/L - matrix= Urine";"etu"
53233;1;"p95";2.7;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/sixth-report-human-biomonitoring/page-4.html#s13-3";"xxx is 2.7(2.1–3.2) - LOD= 0.033 - unit= µg/L - matrix= Urine";"etu"
53241;1;"p95";1.0365;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fbpa"
53241;1;"p50";0.05;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fbpa"
53241;1;"p95";0.266;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fbpa"
53245;1;"p95";0.04;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fbpf"
53245;1;"p50";0.02;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fbpf"
53246;1;"p50";0.013;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fbps"
53246;1;"p95";0.1752;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fbps"
53259;1;"p50";574652.772;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs1Nb";"";"fe"
53259;1;"p95";754338.5699;"country studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"Flehs1Nb";"";"fe"
53265;1;"p95";1.6655;"country studies";"sergio.gonzalez@isciii.es";"urine";"first morning urine";"BIOAMBIENT.ES study";"";"fivehphe"
53265;1;"p50";0.2152;"country studies";"sergio.gonzalez@isciii.es";"urine";"first morning urine";"BIOAMBIENT.ES study";"";"fivehphe"
53268;1;"p50";0.05;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"fiveohthiabendazole"
53268;1;"p95";0.2345;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"fiveohthiabendazole"
53269;1;"p50";8e-04;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"fla"
53269;1;"p95";0.0016;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"fla"
53271;1;"p50";0.10515;"country studies";"Hans Mol (Wageningen University)";"urine";;"SPRINT study from NL";"";"fluazifop"
53271;1;"p95";0.176925;"country studies";"Hans Mol (Wageningen University)";"urine";;"SPRINT study from NL";"";"fluazifop"
53272;1;"p50";0.0045;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"fluo"
53272;1;"p95";0.0068;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdolescents";"";"fluo"
53273;1;"p95";0.839072;"country studies";"Hans Mol (Wageningen University)";"urine";;"SPRINT study from NL";"";"fluopyramben"
53273;1;"p50";0.24203;"country studies";"Hans Mol (Wageningen University)";"urine";;"SPRINT study from NL";"";"fluopyramben"
53287;1;"p95";0.003;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/content/dam/hc-sc/migration/hc-sc/ewh-semt/alt_formats/pdf/pubs/contaminants/chms-ecms-cycle2/chms-ecms-cycle2-eng.pdf";"xxx is <LOD - LOD= 0.003 - unit= µg/L - matrix= Urine";"fourcry"
53287;1;"p50";0.003;"literature";"Fen (VITO)";"urine";;"https://www.canada.ca/content/dam/hc-sc/migration/hc-sc/ewh-semt/alt_formats/pdf/pubs/contaminants/chms-ecms-cycle2/chms-ecms-cycle2-eng.pdf";"xxx is <LOD - LOD= 0.003 - unit= µg/L - matrix= Urine";"fourcry"
53298;1;"p95";0.88777;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fourhbp"
53298;1;"p95";0.46643;"HBM4EU existing studies";"Laura (VITO)";"urine";"urine 24h";"";"";"fourhbp"
53301;1;"p50";0.04;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fourhphe"
53301;1;"p50";0.03119;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"fourhphe"
53301;1;"p50";0.014;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"fourhphe"
53301;1;"p50";0.021;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"fourhphe"
53301;1;"p50";0.06983;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fourhphe"
53301;1;"p95";0.273649999999999;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fourhphe"
53301;1;"p95";0.17968;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"fourhphe"
53301;1;"p95";0.0945;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"fourhphe"
53301;1;"p95";0.37772;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fourhphe"
53301;1;"p95";0.34334;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"fourhphe"
53301;1;"p95";0.018;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"fourhphe"
53307;1;"p95";1.047;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"fourohdphp"
53309;1;"p50";0.03;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"fourohpyrimeth"
53309;1;"p95";0.919;"country studies";"Trine.Husoy@fhi.no";"urine";;"EuroMix biomonitoring study - FHI - Finland";"";"fourohpyrimeth"
53312;1;"p95";0.36;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fpba"
53312;1;"p95";0.116085;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fpba"
53312;1;"p95";0.05;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"fpba"
53312;1;"p50";0.05;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"fpba"
53312;1;"p95";0.0675;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"fpba"
53312;1;"p50";0.05;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"fpba"
53312;1;"p50";0.05;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"fpba"
53317;1;"p95";9.8;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"fsh"
53317;1;"p50";4.8;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"fsh"
53318;1;"p95";0.4388;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"ft3"
53318;1;"p50";0.351;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"ft3"
53319;1;"p50";0.87;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"ft4"
53319;1;"p95";1.1195;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"ft4"
53324;1;"p95";0.001277;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2RefAdolescents";"";"galax"
53324;1;"p50";0.000752;"country studies";"Laura (VITO)";"blood";"blood-whole blood";"Flehs2RefAdolescents";"";"galax"
53325;1;"p95";45.90804;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"gama"
53325;1;"p95";10.805;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"gama"
53325;1;"p50";14.57283;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"gama"
53325;1;"p95";52.049585;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"gama"
53325;1;"p50";14.9;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"gama"
53325;1;"p50";4.9;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"gama"
53325;1;"p50";12.8;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"gama"
53325;1;"p95";44.36217;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"gama"
53332;1;"p95";0.006;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3AdolescentsGKZ";"";"ghch"
53332;1;"p95";0.01;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_2";"xxx is <LOD - LOD= 0.01 - unit= µg/L - matrix= Plasma";"ghch"
53332;1;"p50";0.01;"literature";"Fen (VITO)";"blood";"blood plasma";"https://www.canada.ca/en/health-canada/services/environmental-workplace-health/reports-publications/environmental-contaminants/8-results-chemical-group-report-human-biomonitoring-environmental-chemicals-canada-health-canada-2010.html#n8_2";"xxx is <LOD - LOD= 0.01 - unit= µg/L - matrix= Plasma";"ghch"
53332;1;"p95";0.003;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs4RefAdolescents";"";"ghch"
53333;1;"p50";83;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"glucose"
53333;1;"p95";111.15;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"glucose"
53334;1;"p95";0.33;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"glyp"
53334;1;"p95";0.37445;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"glyp"
53334;1;"p50";0.05;"HBM4EU aligned studies";"Laura (VITO)";"urine";"random spot urine";"";"";"glyp"
53334;1;"p95";0.41;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"glyp"
53334;1;"p95";0.291925;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"glyp"
53334;1;"p95";0.42;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"glyp"
53334;1;"p50";0.05;"HBM4EU aligned studies";"Laura (VITO)";"urine";"urine 24h";"";"";"glyp"
53334;1;"p50";0.05;"HBM4EU aligned studies";"Laura (VITO)";"urine";"first morning urine";"";"";"glyp"
53334;1;"p95";0.3275;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"glyp"
53346;1;"p95";0.00113;"HBM4EU existing studies";"Laura (VITO)";"blood";"blood serum";"";"";"hbb"
53351;1;"p95";0.116;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2AdoGenk";"";"hbcd"
53355;1;"p50";0.005;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"hbcda"
53355;1;"p95";0.0607999999999993;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"hbcda"
53360;1;"p50";0.005;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"hbcdg"
53360;1;"p95";0.01625;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"hbcdg"
53363;1;"p95";0.071;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2AdoMenen";"";"hcb"
53363;1;"p95";0.053;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdolescents";"";"hcb"
53363;1;"p50";0.036;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2AdoMenen";"";"hcb"
53363;1;"p95";0.06;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs4RefAdolescents";"";"hcb"
53363;1;"p50";0.039;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2RefAdolescents";"";"hcb"
53363;1;"p95";0.077;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2AdoGenk";"";"hcb"
53363;1;"p95";0.202878;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 28.9 (25.6-32.8) - LOD= 7.8 - unit= ng/g - matrix= Lipid adjusted";"hcb"
53363;1;"p50";0.014;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdolescents";"";"hcb"
53363;1;"p50";0.037;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2AdoGenk";"";"hcb"
53363;1;"p95";0.298;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdults";"";"hcb"
53363;1;"p50";0.095;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3RefAdults";"";"hcb"
53363;1;"p95";0.042;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs3AdolescentsGKZ";"";"hcb"
53363;1;"p95";0.078;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2RefAdolescents";"";"hcb"
53363;1;"p50";0.33;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdults";"";"hcb"
53363;1;"p50";0.104598;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 14.9 (14.2-15.7) - LOD= 7.8 - unit= ng/g - matrix= Lipid adjusted";"hcb"
53363;1;"p95";0.154667;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdo";"";"hcb"
53363;1;"p50";0.09;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdo";"";"hcb"
53363;1;"p50";0.032;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs4RefAdolescents";"";"hcb"
53363;1;"p95";0.91;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs1RefAdults";"";"hcb"
53365;1;"p95";0.052;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs2Nb";"";"hcb"
53365;1;"p50";0.026;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs3Newborns";"";"hcb"
53365;1;"p95";0.11;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs1Nb";"";"hcb"
53365;1;"p50";0.04;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs1Nb";"";"hcb"
53365;1;"p95";0.059;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs3Newborns";"";"hcb"
53365;1;"p50";0.021;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs2Nb";"";"hcb"
53371;1;"p95";82.0574;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood plasma";"";"";"hdl"
53371;1;"p95";67;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"hdl"
53371;1;"p50";61.099;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood plasma";"";"";"hdl"
53371;1;"p50";48;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood serum";"";"";"hdl"
53376;1;"p50";0.5;"literature";"Fen (VITO)";"urine";;"https://www.sciencedirect.com/science/article/abs/pii/S0013935120313992";"xxx is <LOD - LOQ= 0.5 - unit= µg/L - matrix= Urine";"hepip"
53376;1;"p95";0.5;"literature";"Fen (VITO)";"urine";;"https://www.sciencedirect.com/science/article/abs/pii/S0013935120313992";"xxx is <LOD - LOQ= 0.5 - unit= µg/L - matrix= Urine";"hepip"
53378;1;"p50";0.0453;"country studies";"sergio.gonzalez@isciii.es";"blood";"blood serum";"BIOAMBIENT.ES study";"";"heptachlor"
53378;1;"p95";0.0453;"country studies";"sergio.gonzalez@isciii.es";"blood";"blood serum";"BIOAMBIENT.ES study";"";"heptachlor"
53379;1;"p50";5.1;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hesi"
53379;1;"p95";107.15;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hesi"
53380;0;"p50";0.64;"literature";"Laura (VITO)";"urine";;"https://reader.elsevier.com/reader/sd/pii/S0378427414013095";"";"hf"
53380;1;"p50";0.000952570568104253;"country studies";"Laura (VITO)";"urine";"random spot urine";"FLEHS IV data";"";"hf"
53380;1;"p95";0.00222282218734485;"country studies";"Laura (VITO)";"urine";"random spot urine";"FLEHS IV data";"";"hf"
53380;0;"p95";0.99;"literature";"Laura (VITO)";"urine";;"https://reader.elsevier.com/reader/sd/pii/S0378427414013095";"";"hf"
53380;1;"p50";0.000949958501041361;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"hf"
53380;1;"p95";0.00224695094910648;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs4RefAdolescents";"";"hf"
53397;1;"p50";0.218;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"hg"
53397;1;"p95";0.911;"country studies";"Laura (VITO)";"urine";"random spot urine";"Flehs3RefAdults";"";"hg"
53397;1;"p50";0.81;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hg"
53397;1;"p95";4.5389;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"hg"
53397;1;"p50";0.55971;"HBM4EU existing studies";"Laura (VITO)";"urine";"random spot urine";"";"";"hg"
53397;1;"p50";0.1;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is <LOD - LOD= 0.1 - unit= µg/L - matrix= Urine";"hg"
53397;1;"p95";1.05;"literature";"Fen (VITO)";"urine";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 1.05 (.850-1.23) - LOD= 0.1 - unit= µg/L - matrix= Urine";"hg"
53397;1;"p95";2.20213;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hg"
53398;1;"p95";3.84106;"HBM4EU existing studies";"Laura (VITO)";"blood";"blood serum";"";"";"hg"
53398;1;"p50";0.58;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is .580 (.490-.690) - LOD= 0.28 - unit= µg/L - matrix= Blood";"hg"
53398;1;"p50";1.2239;"HBM4EU existing studies";"Laura (VITO)";"blood";"blood serum";"";"";"hg"
53398;1;"p95";3.87;"literature";"Fen (VITO)";"blood";;"https://www.cdc.gov/exposurereport/data_tables.html";"xxx is 3.87 (3.41-4.61) - LOD= 0.28 - unit= µg/L - matrix= Blood";"hg"
53399;1;"p50";0.77332;"HBM4EU existing studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"";"";"hg"
53399;1;"p95";1.88734;"HBM4EU existing studies";"Laura (VITO)";"cord blood";"cord blood-whole blood";"";"";"hg"
53400;1;"p50";374;"country studies";"Laura (VITO)";"hair";"hair";"Flehs2Nb";"";"hg"
53400;1;"p50";158;"country studies";"Laura (VITO)";"hair";"hair";"Flehs2AdoGenk";"";"hg"
53400;1;"p95";554;"country studies";"Laura (VITO)";"hair";"hair";"Flehs2AdoGenk";"";"hg"
53400;1;"p95";656;"country studies";"Laura (VITO)";"hair";"hair";"Flehs2RefAdolescents";"";"hg"
53400;1;"p95";650.2;"country studies";"Laura (VITO)";"hair";"hair";"Flehs2AdoMenen";"";"hg"
53400;1;"p50";201;"country studies";"Laura (VITO)";"hair";"hair";"Flehs2RefAdolescents";"";"hg"
53400;1;"p95";1071;"country studies";"Laura (VITO)";"hair";"hair";"Flehs2Nb";"";"hg"
53400;1;"p50";169.3;"country studies";"Laura (VITO)";"hair";"hair";"Flehs2AdoMenen";"";"hg"
53402;1;"p50";0.58;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_ar"
53402;1;"p95";2.79629999999999;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_ar"
53403;1;"p50";0.494;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_esr1"
53403;1;"p95";3.55355;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_esr1"
53404;1;"p50";0.488;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_esr2"
53404;1;"p95";2.9852;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_esr2"
53405;1;"p95";3.29455;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_gr"
53405;1;"p50";0.524;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_gr"
53406;1;"p50";0.323;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_ogg1"
53406;1;"p95";2.94969999999999;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_ogg1"
53407;1;"p95";3.2606;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_ppara"
53407;1;"p50";0.514;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_ppara"
53408;1;"p95";2.5669;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_pparg"
53408;1;"p50";0.478;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_pparg"
53409;1;"p95";4.04129999999999;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_suv39h"
53409;1;"p50";0.325;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_suv39h"
53410;1;"p50";0.497;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_tert"
53410;1;"p95";3.35469999999999;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_tert"
53411;1;"p50";0.496;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_thra"
53411;1;"p95";3.245;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_thra"
53412;1;"p50";0.6095;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_thrb"
53412;1;"p95";3.06715;"HBM4EU aligned studies";"Laura (VITO)";"blood";"blood-whole blood";"";"";"hist_thrb"
53413;1;"p50";43.95;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hmsi"
53413;1;"p95";103;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hmsi"
53414;1;"p95";105.7;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hnep"
53415;1;"p95";176.25;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hnmp"
53415;1;"p50";56.1;"HBM4EU existing studies";"Laura (VITO)";"urine";"first morning urine";"";"";"hnmp"
53416;1;"p50";0.01;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2RefAdolescents";"";"hocb107"
53416;1;"p95";0.025;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2RefAdolescents";"";"hocb107"
53417;1;"p95";0.007;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs2Nb";"";"hocb107"
53418;1;"p50";0.01;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2RefAdolescents";"";"hocb146"
53418;1;"p95";0.023;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2RefAdolescents";"";"hocb146"
53419;1;"p95";0.033;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs2Nb";"";"hocb146"
53419;1;"p50";0.012;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs2Nb";"";"hocb146"
53420;1;"p50";0.011;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs2Nb";"";"hocb187"
53420;1;"p95";0.021;"country studies";"Laura (VITO)";"cord blood";"cord blood-plasma";"Flehs2Nb";"";"hocb187"
53421;1;"p95";0.026;"country studies";"Laura (VITO)";"blood";"blood serum";"Flehs2RefAdolescents";"";"hocb187"
